1745079079: mosquitto version 2.0.21 starting
1745079079: Config loaded from mosquitto.conf.
1745079079: Opening ipv4 listen socket on port 1887.
1745079079: mosquitto version 2.0.21 running
1745079082: New connection from 127.0.0.1:56670 on port 1887.
1745079082: New client connected from 127.0.0.1:56670 as auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (p2, c1, k60).
1745079082: No will message specified.
1745079082: Sending CONNACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (0, 0)
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/temperature/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/temperature/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/pressure/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/pressure/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079086: New connection from 127.0.0.1:56724 on port 1887.
1745079086: New client connected from 127.0.0.1:56724 as raspberry_pi_sector1_dev001_7006321c (p2, c1, k60).
1745079086: No will message specified.
1745079086: Sending CONNACK to raspberry_pi_sector1_dev001_7006321c (0, 0)
1745079086: Received SUBSCRIBE from raspberry_pi_sector1_dev001_7006321c
1745079086: 	/actuator/valve/sector1/dev001 (QoS 0)
1745079086: raspberry_pi_sector1_dev001_7006321c 0 /actuator/valve/sector1/dev001
1745079086: Sending SUBACK to raspberry_pi_sector1_dev001_7006321c
1745079086: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079822: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079822: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079822: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079822: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079822: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079822: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079827: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079827: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079827: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079827: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079827: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079827: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079827: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079827: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079827: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079827: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079827: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079827: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079832: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079832: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079832: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079832: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079832: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079832: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079832: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079832: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079832: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079832: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079832: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079832: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079837: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079837: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079837: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079837: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079837: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079837: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079837: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079837: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079837: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079837: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079837: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079837: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079839: Received PINGREQ from 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF
1745079839: Sending PINGRESP to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF
1745079842: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079842: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079842: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079842: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079842: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079842: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079842: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079842: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079842: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079842: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079842: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079842: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079842: Received PINGREQ from raspberry_pi_sector1_dev001_1e412aba
1745079842: Sending PINGRESP to raspberry_pi_sector1_dev001_1e412aba
1745079847: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079847: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079847: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079847: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079847: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079847: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079847: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079847: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079847: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079847: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079847: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079847: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079852: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079852: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079852: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079852: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745079852: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745079852: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745079852: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079852: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079852: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079852: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079852: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079852: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079857: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079857: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079857: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079857: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079857: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079857: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079857: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079857: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079857: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079857: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079857: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079857: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079862: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079862: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079862: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079862: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079862: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079862: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079862: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079862: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079862: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079862: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079862: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079862: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079867: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079867: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079867: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079867: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079867: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079867: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079867: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079867: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079867: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079867: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079867: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079867: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079869: Client 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF closed its connection.
1745079869: Client 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C closed its connection.
1745079869: New connection from 127.0.0.1:58052 on port 1887.
1745079869: New client connected from 127.0.0.1:58052 as F8594714-1E05-F3C4-D993-66F421C3209E (p2, c1, k60).
1745079869: No will message specified.
1745079869: Sending CONNACK to F8594714-1E05-F3C4-D993-66F421C3209E (0, 0)
1745079869: Received SUBSCRIBE from F8594714-1E05-F3C4-D993-66F421C3209E
1745079869: 	/sensor/temperature/# (QoS 0)
1745079869: F8594714-1E05-F3C4-D993-66F421C3209E 0 /sensor/temperature/#
1745079869: Sending SUBACK to F8594714-1E05-F3C4-D993-66F421C3209E
1745079869: Received SUBSCRIBE from F8594714-1E05-F3C4-D993-66F421C3209E
1745079869: 	/sensor/pressure/# (QoS 0)
1745079869: F8594714-1E05-F3C4-D993-66F421C3209E 0 /sensor/pressure/#
1745079869: Sending SUBACK to F8594714-1E05-F3C4-D993-66F421C3209E
1745079870: New connection from 127.0.0.1:58133 on port 1887.
1745079870: New client connected from 127.0.0.1:58133 as F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (p2, c1, k60).
1745079870: No will message specified.
1745079870: Sending CONNACK to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (0, 0)
1745079870: Received SUBSCRIBE from F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745079870: 	/sensor/temperature/# (QoS 0)
1745079870: F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C 0 /sensor/temperature/#
1745079870: Sending SUBACK to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745079870: Received SUBSCRIBE from F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745079870: 	/sensor/pressure/# (QoS 0)
1745079870: F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C 0 /sensor/pressure/#
1745079870: Sending SUBACK to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745079872: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079872: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079872: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079872: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079872: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079872: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079872: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079872: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079872: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079872: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079872: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079872: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079877: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079877: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079877: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079877: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079877: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079877: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079877: Received PINGREQ from raspberry_pi_sector1_dev001_089211de
1745079877: Sending PINGRESP to raspberry_pi_sector1_dev001_089211de
1745079877: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079877: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079877: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079877: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079877: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079877: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079882: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079882: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079882: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079882: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079882: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
